PERIODO,ANCHO,LARGO,GROSOR,PESO
1,23.67043696,15.4200109,12.97324668,16.43391169
1,13.28853288,14.48900235,10.0791662,5.705637976
1,21.48209036,12.25585711,14.07044245,9.533004406
1,26.52072916,15.09707041,10.17682271,11.70572248
1,12.41000853,15.1153263,8.255430669,14.22568748
1,15.63449794,9.940624489,7.862066817,5.492677547
1,15.31722299,11.18495697,12.36978567,5.934118076
1,23.21639929,21.00545808,10.55467865,9.361295392
1,12.34136083,13.3677085,14.07693318,16.08122093
1,14.89931944,18.22784366,4.281152529,13.83548482
1,20.76896836,9.676826914,9.117790174,2.86343008
1,7.054884349,9.151973985,11.52606441,10.31601276
1,17.98376303,14.09975512,11.18721895,12.21475974
1,10.23644249,20.19373615,16.30627971,7.598431375
1,16.97567104,13.32254975,4.639379804,11.34438732
1,9.037171362,9.068986794,11.84088451,8.977246684
1,11.46651772,20.88193834,17.37791441,8.8065525
1,22.70893502,16.19626546,10.81468059,8.537541695
1,19.35598284,15.58981372,10.45675567,10.62965827
1,10.42591378,15.7109545,17.38590334,7.931985586
1,14.99155618,18.61755368,13.14182788,5.576381144
1,14.47296055,12.2137995,18.81996878,10.77635858
1,14.12966369,17.25044761,7.596040597,12.55662989
1,12.06983199,12.2900324,8.736260667,13.06465997
1,10.24371894,14.80389743,10.12081196,2.931923062
1,8.623257992,22.33606683,9.648799823,8.987056754
1,10.45757465,8.059236907,7.538485165,10.36345196
1,11.008784,12.66046162,17.22084643,8.623437635
1,11.50441905,12.02676271,14.53632051,3.844896538
1,18.22150906,13.18473929,11.89656481,7.776847699
1,6.637968491,15.50059254,9.209339406,6.269038716
1,21.47359726,16.20133355,11.0998588,14.34623558
1,15.75629066,14.31183717,11.42612709,9.817946917
1,11.71375514,6.501076326,11.87396531,14.65483647
1,10.45662696,17.45473543,14.21862034,19.23974715
1,14.47861218,14.80379347,5.390563593,10.73925732
1,10.34221909,15.6336735,13.15614677,8.13340649
1,19.04986676,19.58734439,18.801631,3.724284282
1,14.37748695,13.1083123,11.47373706,15.17876072
1,9.946936628,13.90133576,8.335403153,16.45856795
1,7.867420035,17.4563945,17.40401759,6.05508571
1,25.94263267,7.425809231,9.223970169,14.15337989
1,16.79621375,16.72278379,15.43986331,9.530513171
1,10.36293793,13.27822708,8.325023697,9.071757663
1,14.04747583,14.67106326,11.56810678,14.23942459
1,14.96670254,10.48742809,8.84318258,8.509969977
1,16.63850446,11.09700975,10.97403045,12.47383328
1,16.32310528,14.71613537,15.10099994,2.085159714
1,14.40082596,15.44412508,7.097890985,7.307911997
1,17.96535272,14.10878279,11.29994142,15.61584108
1,18.59226661,15.27173311,19.0995031,15.15434968
1,23.07193217,11.98959437,14.87724515,6.434534933
1,19.44682786,20.23901205,11.11555269,12.31777035
1,10.63248533,12.39924879,13.44198067,14.59389094
1,18.3035769,21.60781425,13.90805248,2.524991547
1,13.64533452,8.268336079,6.592823188,5.495282643
1,14.35122412,13.54958923,13.07502067,5.716680545
1,8.688886597,25.37918788,17.28327861,6.671031651
1,17.45219166,14.42815484,6.384852803,10.74086409
1,15.6002057,18.26564328,13.36452388,9.710734171
1,14.49691956,13.1141277,15.23809471,5.368947888
1,12.98632568,11.67697469,12.50251189,9.125602396
1,25.59453408,30.81132735,5.891011125,11.89639559
1,22.77301349,38.2740274,14.86734824,14.00098999
1,29.5808676,38.50200084,10.86878622,9.821838237
1,24.59386449,29.86357516,16.65168181,23.03440066
1,19.8817198,38.08259787,15.3631335,13.41666815
1,23.62140066,32.55050087,8.883537377,16.95251123
1,31.36707919,31.42495061,6.405501787,13.32524333
1,21.72783426,27.85180298,9.512945017,10.91086968
1,22.35266652,34.8778567,8.850820727,16.47556771
1,30.59152182,26.51412284,12.60546566,19.20570641
1,22.37977219,19.49694784,5.831917995,20.00111877
1,29.49055874,31.2092116,8.316063632,16.49126506
1,32.06859875,22.4233496,13.12844352,10.47511571
1,25.98478983,35.38052149,8.446823277,5.862019446
1,33.25822537,27.90348461,8.556297205,13.48256131
1,24.4616559,31.2442922,5.781607414,30.30593124
1,22.71299621,30.86138437,8.871123285,15.85150069
1,22.61296389,35.87858534,12.42679142,19.97332055
1,24.09519624,29.63934337,9.273458252,24.01638102
1,24.28610267,32.97849653,10.72451166,2.023527756
1,22.47644873,31.19971102,7.430544977,7.503822491
1,22.21660812,33.65203974,13.02517094,9.369822462
1,20.2995435,24.7374262,11.61856241,15.64070998
1,27.99116619,29.70820786,10.6410931,10.7740471
1,22.30407633,33.46781087,11.4427399,3.999176571
1,21.85210371,25.73026985,14.85411778,11.37774196
1,24.11798198,31.11930048,6.79607239,9.299557835
1,24.21201388,26.11601298,6.735980836,16.84701988
1,24.7613356,25.97182055,12.7063864,12.29471572
1,26.73611346,31.86254275,10.48862964,19.47678874
1,20.86815215,33.14916733,7.993058689,17.46768301
1,23.20869635,25.70917812,14.52549722,19.26149812
1,13.76248855,28.11205745,13.59356132,27.79690133
1,20.44809754,25.03992643,12.25700499,15.63187525
1,26.01801043,42.34145556,10.53508739,13.02932521
1,23.03969841,32.64235771,6.659574056,12.46354713
1,20.9594082,30.49767931,9.304267028,15.27489924
1,31.038574,23.39318315,13.54989622,17.67404221
1,23.55522666,31.8948753,10.21981725,12.96377762
1,23.60144022,30.36094604,11.07389616,18.80660642
1,24.43144414,31.78695033,9.124317571,19.20878763
1,19.32644814,32.35304831,5.425066163,11.45356243
1,22.14203123,28.52549344,12.8364643,21.48267363
1,15.52629001,29.27784581,13.65270481,15.84621437
1,26.35512823,30.7184168,10.58136111,17.22048549
1,27.34524942,28.96235004,12.4378677,17.17362146
1,30.84102473,29.29858304,13.8198459,21.02495888
1,25.35765344,25.76412136,6.60200902,15.29838641
1,25.67488695,26.43337904,9.831778069,14.28621402
1,21.18429662,37.34366398,13.55134474,9.735562763
1,27.51646069,27.46451707,8.332180296,12.42626264
1,22.61009475,34.45804479,11.81417258,10.61629792
1,21.23159103,33.29258532,12.31904416,13.03137832
1,20.46852422,25.30781197,13.84506369,8.854165188
1,22.62383175,27.30887551,11.85379972,15.24871033
1,23.63526918,27.32171427,10.42682414,18.61922071
1,21.41818105,31.59562514,10.05394447,15.65831914
1,25.79820603,33.17737245,10.72759727,5.667117267
1,19.85078121,32.67242682,13.51184082,15.11022202
1,27.36844237,29.07131732,6.755132649,8.014374178
1,21.40103599,37.41834176,13.04241518,9.749218682
1,30.0320824,22.73418911,13.00385763,21.5339552
1,28.76517579,28.9311052,10.86712175,15.55711348
1,26.30605859,29.84253482,13.31192454,10.18078211
1,23.41895054,34.89082702,10.27312606,14.36383957
1,24.11556155,34.94925125,14.49525053,8.976117229
1,24.68059171,29.41123607,3.773330661,12.11271715
1,22.47320586,32.00982088,12.27949679,14.93490482
1,25.77823393,28.17958086,5.378017528,12.22249762
1,33.11731684,23.4583949,10.10871313,21.22801822
1,25.01946272,35.89409318,14.05286614,15.19348617
1,26.70706433,22.30305823,7.816856679,14.94644911
1,31.24987549,38.93371849,11.31295867,17.74275752
1,22.42941301,35.70166308,9.679115479,2.141870109
1,31.27881935,29.56103867,8.069768368,13.29245846
1,28.39264213,32.64309452,13.45072971,7.989506025
1,24.6302265,34.00933094,6.815318544,14.89494061
1,25.04642055,39.10595421,7.320717064,16.79534851
1,22.5786378,31.1039948,7.229037759,18.93335897
1,25.90076788,34.57377277,11.36795956,10.62180819
1,26.17613654,29.86333637,17.71197644,13.8146426
1,21.69932409,27.70117113,11.85655927,8.455128048
1,21.59181242,34.18821273,11.87019171,7.610497504
1,17.96363105,24.16706053,13.33191996,14.46685892
1,24.50624036,33.92066451,12.56936586,21.15612094
1,28.0986474,30.33984906,12.34465778,17.25438384
1,22.58043607,33.88086528,6.783442068,16.30799065
1,22.05040613,27.79868999,12.9631199,24.59793409
1,25.67417081,37.43723937,11.53199056,25.92488682
1,23.41787551,30.67710446,13.26839845,9.980783642
1,24.7365204,24.92961722,11.62423527,13.660141
1,22.83060885,28.85547681,9.855688611,14.27901122
1,23.48612525,34.42841774,6.574344161,9.681700696
1,16.19243025,27.73920156,14.68638835,14.47921676
1,27.84357657,27.61459246,10.67132966,14.0255499
1,23.24954534,30.79265397,8.874891496,14.37965438
1,27.54647172,30.7282412,9.522674429,16.3758005
1,22.984414,32.87351464,15.88825457,6.040542684
1,23.51906021,25.00014736,12.80914563,21.32053662
1,24.65543609,38.09894249,10.55393892,16.12646912
1,25.72073577,22.49640581,12.5591603,18.2719037
1,18.34951646,26.80286823,15.05363833,19.92704198
1,30.99752649,28.03597601,12.04950394,18.40606886
1,24.39200526,27.48533815,7.967082492,21.54104264
1,24.22396953,28.62691804,13.92399314,23.72795852
1,28.64620714,30.17085559,6.717750767,10.27933012
1,28.56378255,29.84977758,13.68275175,14.05952123
1,25.1630682,34.0510353,8.774263142,27.08849071
1,23.31377719,32.58446898,12.00370649,14.14212328
1,29.16770245,36.75749093,11.03273989,20.40706241
1,25.4377674,26.3644127,9.60050854,23.73387983
1,28.00765792,31.60176954,10.99234956,17.17855274
1,20.56577847,29.42083685,9.539453036,14.42692389
1,28.03656631,31.30752618,7.974789035,18.60985189
1,23.2202201,26.16872478,14.62828397,12.54905962
1,23.10484943,30.49447519,10.26000523,8.596760559
1,25.87483306,37.94115952,15.53439399,16.97073776
1,31.54102001,34.66467093,0.986722544,9.979184129
1,24.19816958,27.12148003,12.36292794,15.71912442
1,22.52722235,29.207651,8.834882066,11.69691491
1,22.53781538,30.02109658,12.67221638,16.22005734
1,20.81405757,30.93187972,8.313486997,13.23017907
1,18.13140759,30.08406391,4.865573855,12.98407263
1,28.7433864,31.33733036,12.56368947,19.38945914
1,22.19664439,33.44636308,12.37131953,16.59926915
1,23.60027799,29.4869411,5.257829506,25.291221
1,27.08798024,30.94093078,8.053485748,4.773120439
1,21.28385062,33.70002623,5.009686041,10.23926725
1,21.65786063,32.00229843,4.97158377,24.8904572
1,18.66054346,37.39004798,14.12722201,10.62462267
1,26.24498688,26.92721738,8.695484759,16.63822112
1,22.00860799,25.1646299,10.91267289,15.96534332
1,27.14798885,23.99441053,11.26555819,18.04523324
1,24.87374336,33.32623372,9.029100248,22.0550628
1,24.70004436,34.41157374,8.396392426,19.68321249
2,9.294694474,7.380297092,7.78170037,29.81032471
2,16.63655467,4.028488127,12.63813601,31.49197029
2,-0.141756635,11.29547279,14.34013337,31.39490748
2,7.190611462,12.77882011,14.86196044,24.08277771
2,9.687928524,7.495410845,10.6171566,30.97258313
2,7.780671644,6.172040212,12.18675334,20.40587191
2,9.030464615,15.78592157,12.61005421,25.60545058
2,5.396234963,3.104418981,11.51813803,23.51212702
2,8.447775426,6.563472781,14.26535685,27.98007533
2,10.69149704,1.514675525,11.20586133,21.70333259
2,7.139900246,13.21703477,13.03575631,36.59566526
2,7.52422575,4.761026725,5.94494179,13.93355574
2,11.34371191,7.03877011,16.72997126,31.42040851
2,8.838334829,10.19517554,10.47271677,26.48134165
2,7.258837924,10.903558,10.68718975,18.8111839
2,2.432931645,4.886652417,8.575952095,28.82377005
2,14.94117493,5.645756916,17.24186447,30.90011673
2,10.20993949,8.608722932,12.81104792,28.91398421
2,16.5812218,12.91581242,11.17126533,32.52100989
2,13.02812717,8.024369902,17.2778473,32.88907824
2,12.19408017,12.46117197,9.631151132,21.22845989
2,5.038721673,12.42093139,13.60102343,33.00386263
2,18.73482708,-0.522277921,4.077958311,28.65666322
2,16.55585854,6.839048374,13.95719623,14.72376393
2,8.560859665,11.9357056,10.70878382,32.13531432
2,8.243230239,2.247259417,8.650790774,23.19486587
2,7.788304824,6.755844583,11.27467913,20.20323243
2,6.973230453,11.1029064,9.829943455,38.24685711
2,8.742705949,2.93484443,14.98956622,15.8593232
2,4.173779328,14.19171545,12.15854711,27.9325926
2,13.78528552,15.33800432,11.36572717,26.57117138
2,11.19889172,2.920981225,9.404828531,22.72712885
2,10.49469338,10.19689605,11.69759426,26.97199756
2,15.43712026,6.862300336,15.57375297,23.48612482
2,4.554134263,4.427452717,14.42085399,22.71873821
2,15.62963746,-0.255674753,10.38699887,33.40756243
2,10.25621146,4.144439057,7.816477154,29.54551166
2,10.81368252,10.0953126,12.62589658,29.05618752
2,7.570596351,6.888319082,10.20729022,31.75149851
2,1.5276161,8.435817008,7.571170305,24.02261599
2,4.279783537,8.169793381,9.881141277,26.19808499
2,12.79860572,14.33870195,6.502682792,23.37058422
2,6.5132316,9.978400024,11.18945547,28.04638118
2,17.20401699,4.772117853,16.56764156,34.05596476
2,7.197599118,4.244876529,9.177699042,31.29847819
2,6.102454665,9.752448196,7.100631564,28.80672393
2,9.511083334,8.425821022,13.2152526,25.10998901
2,6.012480315,8.019292066,12.63350637,26.4438411
2,8.217186066,6.139247694,11.54124775,31.94405308
2,11.87347576,5.837088533,9.263508444,21.72421262
2,9.701832775,9.357050442,11.36574484,22.76736748
2,3.157144873,3.333792068,10.21409477,34.54591775
2,8.860733948,11.51339319,5.206716273,23.16447753
2,21.91616875,4.413728997,11.25088184,35.61016365
2,9.158824691,9.059693106,5.37420948,31.56635261
2,9.633610943,6.523313093,12.28347334,25.00957175
2,17.93385083,12.79349874,17.17447274,29.52007257
2,6.951017147,7.775119113,14.53017296,21.64183378
2,9.876166082,17.0253571,5.614423031,18.79254294
2,4.385043642,4.371247528,11.66834213,28.17230458
2,13.835988,5.206456775,8.271219179,33.51270977
2,14.57890889,8.317987972,6.318159154,30.77174296
2,8.455191648,6.725521947,9.031844303,20.56971794
2,13.62166057,4.753397812,11.91797785,28.57264083
2,10.81621589,9.042433127,8.155037712,24.36226217
2,9.410707247,4.741586811,14.58126764,33.41026439
2,11.34481327,9.247902396,8.459357733,20.69149914
2,13.09902451,2.778882801,12.3725421,20.32669198
2,8.040526483,8.468814429,12.43226375,25.95490061
2,12.66017132,5.990918574,12.70769355,21.00353462
2,12.40306653,4.414351581,14.84415862,23.50253349
2,5.071783856,15.01985917,8.0570065,29.61034019
2,9.269627854,-2.356125819,16.67436282,24.31912783
2,6.409480215,9.697948656,7.975138908,38.36524874
2,8.610363677,5.914020172,13.676762,27.69468764
2,12.54547456,2.979432923,11.35275075,29.58452112
2,10.59902683,8.587440627,12.94404044,19.52536294
2,2.180530926,10.97176835,10.43206746,29.52786196
2,11.70891766,11.16877907,14.29634807,32.43467713
2,14.6784163,9.326894498,7.108242518,24.16638023
2,7.878783549,5.781298823,10.28944487,24.14303525
2,10.63565471,9.238652319,9.561891384,30.46384431
2,9.062724868,5.525654759,11.10062843,35.25750757
2,9.910813153,5.610335433,12.12869693,34.0102406
2,4.702791964,7.370852248,6.276813663,31.09872131
2,11.36903206,8.554008356,12.19437056,24.68922445
2,12.49688746,13.19065143,16.58795445,30.91279599
2,12.92537266,9.512146323,15.5437213,39.24644365
2,5.913496539,9.216636632,4.320105183,36.12025343
2,9.808902589,11.76396468,7.705066125,22.22087268
2,2.361873777,2.939452479,16.01200131,22.89624717
2,16.67619651,3.454503343,8.728617663,13.7943364
2,15.1049666,7.619637823,12.15736401,10.47209434
2,17.7053066,14.69760049,18.72056307,11.56327617
2,6.429694854,16.8891137,15.79035421,7.104332898
2,17.98496072,18.22913651,10.51712259,9.419834515
2,13.43979924,16.13581986,13.54424922,13.61388154
2,12.66434866,13.62128844,12.44216171,10.73769434
2,18.29281339,11.85253027,12.99867601,12.01439577
2,13.63414968,7.674057781,14.99337733,11.74341483
2,18.56592303,11.98041909,14.07344867,6.701433094
2,14.0965157,16.8420177,12.65775319,8.490759944
2,11.13438561,15.37032596,13.96293646,9.750638697
2,12.73494353,21.46968979,12.09237082,12.63432072
2,19.99180996,10.74027126,6.229893015,12.90295902
2,12.1237907,14.71155391,7.855649172,10.32224094
2,12.50787251,11.32270351,14.14987524,6.041369573
2,18.62670168,18.05528798,7.947497721,4.291508805
2,10.45182719,9.71037828,10.00758494,7.386500068
2,18.87137513,13.97704208,6.537875531,6.184175396
2,13.00838111,16.06519971,12.39804775,2.998748912
2,15.19106042,11.96231813,13.59120866,10.5928062
2,12.87787327,16.73314926,12.16700584,14.53521
2,10.19956294,10.14821415,12.12377179,16.61147621
2,22.08079005,11.2272598,11.87170757,12.64657594
2,16.25662977,13.01499551,10.81827947,9.636636368
2,7.197733017,15.26038608,13.92666371,10.37281025
2,15.36360028,5.558205984,12.628161,10.98923333
2,14.39983276,18.06830757,13.98855277,6.079596181
2,18.83715586,21.2256165,13.03918184,10.01633052
2,16.29609902,10.80918559,11.19752823,15.54668762
2,22.95435114,14.07251355,14.31316489,13.20237782
2,17.81480909,15.95060592,8.741140867,13.05595049
2,16.62527645,18.4040649,10.22216635,10.08883577
2,13.48535777,8.457656452,10.7169673,5.496085749
2,13.22751318,12.7310283,7.246001556,6.63557535
2,18.47334511,18.10472751,12.99346301,13.35515964
2,15.50183423,15.78617573,16.32423599,16.19037606
2,14.5746961,13.97428388,5.537319386,8.917593515
2,16.40457479,17.30903447,6.2781383,14.44278486
2,10.24129257,9.251080262,10.53898259,9.398918089
2,13.4210975,12.54434739,13.76887909,6.528982318
2,17.27330624,9.549738392,14.15599975,0.535671892
2,11.11775653,13.32791232,17.02133048,4.569915167
2,15.33835834,12.13021687,15.30646317,9.466368994
2,16.16204853,16.84947773,11.20731561,6.984975934
2,21.30011158,18.28386797,9.424856471,4.036282501
2,19.86142295,15.64131504,8.124114922,10.53290162
2,12.40291996,14.99359725,15.49996023,12.58291984
2,11.08667852,15.42972694,13.07127113,8.277210312
2,13.51801655,10.63189616,13.03496286,11.57267607
2,11.39547469,9.253825674,11.07263897,12.4102871
2,14.76896243,19.0425644,12.89714904,15.59751462
2,15.53843146,9.195791968,13.03456328,9.304006792
2,18.47077601,15.70040877,14.92478691,6.479323525
2,14.49821837,20.81629175,14.55487779,8.764902969
2,15.91852548,11.36130841,13.40303747,8.949121847
2,17.1152111,14.88334677,14.60225626,8.603248008
2,20.87577084,16.19309609,12.72770402,12.70072692
2,10.63398569,9.825455298,9.557143834,5.559542752
2,11.56149663,14.78655112,9.10737057,6.385384536
2,20.91541513,18.09801142,6.557032723,10.53921468
2,15.55360102,24.93547911,12.64507774,16.27187814
2,20.96559852,10.8674642,15.4793297,15.79663931
2,20.30567737,21.40422588,10.85370008,12.07805306
2,11.49872932,8.624845778,10.39853861,15.33990116
2,14.67095744,23.04274676,17.03483769,15.30852645
2,8.801795435,18.39829426,12.6129145,10.68361716
2,13.12516871,11.83558533,6.714634531,11.63036967
2,17.02909344,14.60922528,10.03696057,7.865026796
2,8.210211852,13.09382477,9.356237002,13.74501856
2,12.82485972,17.26056268,8.115201052,13.64839723
2,7.99441182,13.3114679,11.20725878,9.290306104
2,15.13684297,15.5308006,9.229467932,4.289700622
2,16.08764516,15.72483662,13.65721543,11.93023245
2,15.10396377,5.090297138,11.64131144,4.652367439
2,13.76748397,22.00964734,12.85924804,8.631303615
2,12.97599231,18.87932663,13.23408925,11.27099001
2,18.05463822,12.91453627,10.40097448,8.918991084
2,19.64318409,13.25508208,11.72208469,8.697360906
2,12.38905248,9.740956498,12.49664263,18.20215115
2,18.4349073,16.3346562,15.57792182,5.951510091
2,20.66114414,16.11566778,12.33386336,13.78146619
2,12.54570449,8.509922895,15.31930412,8.706851062
2,17.57168837,16.04115887,12.87778428,6.698998185
2,21.79166154,17.89693997,15.29145796,6.615469559
2,16.67914476,10.19374952,13.17673295,18.84278561
2,18.15413671,15.23883476,8.654524052,20.10578472
2,12.3155694,18.89946841,12.85305396,6.755446742
2,18.0426012,15.91394327,17.87908148,3.638130872
2,15.41320579,16.80557689,12.74248034,16.86103272
2,13.63509298,13.20087757,16.74582404,2.637712182
2,7.666010007,13.67240619,14.24482685,9.321298994
2,20.65812859,12.06727081,15.89955536,5.632173469
2,18.18458574,17.76426338,6.912384085,5.892438414
2,22.02551407,7.48790829,13.41116723,10.85953973
2,12.5336397,11.90187468,12.04089117,8.631687091
2,12.67331881,17.17376765,11.40378711,8.24289668
2,11.43215685,11.45120408,11.40902356,14.52161779
2,13.2837431,14.56376824,12.74240279,7.846951942
2,7.225518391,14.19631758,8.320486336,15.49830179
2,12.1524247,10.96760252,11.68241284,11.30595749
2,8.145646013,8.037006265,5.209616076,12.93693886
2,24.01789904,18.03998758,14.76094566,12.04405479
2,24.79296837,10.98662195,14.32268287,12.99100664
2,19.30137057,10.22092419,11.69610861,12.77207052
2,17.80197812,15.46343103,8.508032853,10.00017386
2,6.004099838,11.08282836,15.09079834,10.06928396
2,12.97279673,15.64107892,14.28406534,11.66474556
2,20.23705863,13.48834337,15.00327015,11.1873905
2,6.901868057,17.85234831,9.382331617,13.33140929
2,7.887849123,12.87887742,9.08325484,10.58925284
2,13.17281882,16.51271145,5.602034212,10.24147024
2,19.01477295,23.29662893,10.8183153,7.498594946
2,15.90165976,20.87859592,6.863223822,6.487581331
2,14.30936882,12.47853588,7.530640591,11.54057016
